Device_ID,Device_Category,Outbound_Packets_Sec,Avg_Packet_Size_Bytes,Unique_Dest_IPs,Device_CPU_Usage_Pct,Calculated_Botnet_Score,Threat_Classification,Is_Compromised_Label
IOT_DEV_044622,Industrial_Sensor,10.26,737.1,4,8.1,0,SAFE_Benign_Activity,0
IOT_DEV_044623,Plug_Switch,372.74,89.7,1,88.8,71.7,WARNING_Suspicious_Outbound,1
IOT_DEV_044624,Industrial_Sensor,6.19,472.5,3,22.6,0,SAFE_Benign_Activity,0
IOT_DEV_044625,Plug_Switch,9.63,529.8,1,11.5,0,SAFE_Benign_Activity,0
IOT_DEV_044626,Smart_Camera,1.15,555.2,3,5.8,0,SAFE_Benign_Activity,0
IOT_DEV_044627,Plug_Switch,11.93,496.8,2,24.9,0,SAFE_Benign_Activity,0
IOT_DEV_044628,Industrial_Sensor,2.91,538.6,2,13.6,0,SAFE_Benign_Activity,0
IOT_DEV_044629,Industrial_Sensor,3.24,543.5,3,6.2,0,SAFE_Benign_Activity,0
IOT_DEV_044630,Smart_Camera,4.32,422,3,7.4,0,SAFE_Benign_Activity,0
IOT_DEV_044631,Plug_Switch,6.13,513.6,3,12.2,0,SAFE_Benign_Activity,0
IOT_DEV_044632,Plug_Switch,3.92,644.1,2,16.8,0,SAFE_Benign_Activity,0
IOT_DEV_044633,Industrial_Sensor,1.33,562.6,7,24.3,0,SAFE_Benign_Activity,0
IOT_DEV_044634,Industrial_Sensor,2.64,596.5,3,14.7,0,SAFE_Benign_Activity,0
IOT_DEV_044635,Smart_Camera,4.33,586.5,2,8.3,0,SAFE_Benign_Activity,0
IOT_DEV_044636,Smart_Camera,0.96,418.6,3,21.3,0,SAFE_Benign_Activity,0
IOT_DEV_044637,Industrial_Sensor,5.33,583.1,2,11.8,0,SAFE_Benign_Activity,0
IOT_DEV_044638,Industrial_Sensor,11.07,383.8,4,14.4,0,SAFE_Benign_Activity,0
IOT_DEV_044639,Plug_Switch,5.94,520.3,2,15.2,0,SAFE_Benign_Activity,0
IOT_DEV_044640,Plug_Switch,7.33,317,2,6.8,0,SAFE_Benign_Activity,0
IOT_DEV_044641,Plug_Switch,1.26,332.1,3,16.1,0,SAFE_Benign_Activity,0
IOT_DEV_044642,Plug_Switch,7.62,583.1,1,24.8,3.2,SAFE_Benign_Activity,0
IOT_DEV_044643,Plug_Switch,4.3,625.7,2,19.3,0,SAFE_Benign_Activity,0
IOT_DEV_044644,Industrial_Sensor,4.74,512.6,2,10.2,0,SAFE_Benign_Activity,0
IOT_DEV_044645,Industrial_Sensor,3.68,426.9,3,13.3,0,SAFE_Benign_Activity,0
IOT_DEV_044646,Smart_Camera,13.06,625.3,4,24.5,0,SAFE_Benign_Activity,0
IOT_DEV_044647,Industrial_Sensor,18.08,428.7,6,22.2,0,SAFE_Benign_Activity,0
IOT_DEV_044648,Plug_Switch,3.93,726.8,2,20.2,0,SAFE_Benign_Activity,0
IOT_DEV_044649,Smart_Camera,4.73,466.5,2,13.5,0,SAFE_Benign_Activity,0
IOT_DEV_044650,Industrial_Sensor,6.92,477.6,4,24.1,0,SAFE_Benign_Activity,0
IOT_DEV_044651,Industrial_Sensor,0.84,516.5,2,10.1,0,SAFE_Benign_Activity,0
IOT_DEV_044652,Smart_Camera,5.15,441.5,2,20,0,SAFE_Benign_Activity,0
IOT_DEV_044653,Industrial_Sensor,5.77,514.1,5,17.3,0,SAFE_Benign_Activity,0
IOT_DEV_044654,Industrial_Sensor,5.51,411.8,4,10.9,0,SAFE_Benign_Activity,0
IOT_DEV_044655,Industrial_Sensor,10.07,548.8,6,12.8,0,SAFE_Benign_Activity,0
IOT_DEV_044656,Smart_Camera,4.87,556.5,2,6.1,0,SAFE_Benign_Activity,0
IOT_DEV_044657,Plug_Switch,6.8,290.9,2,11.1,0,SAFE_Benign_Activity,0
IOT_DEV_044658,Smart_Camera,11.58,593.1,4,5.8,0,SAFE_Benign_Activity,0
IOT_DEV_044659,Smart_Camera,3.72,557.7,3,8.9,0,SAFE_Benign_Activity,0
IOT_DEV_044660,Smart_Camera,0.78,485.6,1,11.8,0,SAFE_Benign_Activity,0
IOT_DEV_044661,Plug_Switch,2.17,453.8,4,24.5,0,SAFE_Benign_Activity,0
IOT_DEV_044662,Industrial_Sensor,4.05,671.7,4,12.7,0,SAFE_Benign_Activity,0
IOT_DEV_044663,Smart_Camera,9.42,430.4,1,14.8,0,SAFE_Benign_Activity,0
IOT_DEV_044664,Plug_Switch,5.47,539.9,2,10.8,0,SAFE_Benign_Activity,0
IOT_DEV_044665,Industrial_Sensor,1.47,402.3,2,19,0,SAFE_Benign_Activity,0
IOT_DEV_044666,Industrial_Sensor,9.82,406.6,3,6,0,SAFE_Benign_Activity,0
IOT_DEV_044667,Smart_Camera,3.01,603.8,4,11.3,0,SAFE_Benign_Activity,0
IOT_DEV_044668,Smart_Camera,3.15,505,3,22.6,0,SAFE_Benign_Activity,0
IOT_DEV_044669,Smart_Camera,0.68,523.5,5,11.8,0,SAFE_Benign_Activity,0
IOT_DEV_044670,Plug_Switch,1.43,456.7,6,15.3,0,SAFE_Benign_Activity,0
IOT_DEV_044671,Smart_Camera,14.55,543.5,3,9.4,0,SAFE_Benign_Activity,0
IOT_DEV_044672,Industrial_Sensor,275.51,89.7,1,74,54.6,WARNING_Suspicious_Outbound,1
IOT_DEV_044673,Industrial_Sensor,16.9,609.6,3,19.6,0,SAFE_Benign_Activity,0
IOT_DEV_044674,Industrial_Sensor,1.78,471.2,3,21.5,0,SAFE_Benign_Activity,0
IOT_DEV_044675,Industrial_Sensor,5.99,511.8,5,21,0,SAFE_Benign_Activity,0
IOT_DEV_044676,Smart_Camera,8.06,541.1,1,24.8,3.2,SAFE_Benign_Activity,0
IOT_DEV_044677,Plug_Switch,8.17,600.3,2,9.1,0,SAFE_Benign_Activity,0
IOT_DEV_044678,Plug_Switch,2.35,702,1,11.9,0,SAFE_Benign_Activity,0
IOT_DEV_044679,Industrial_Sensor,14.06,480.7,4,22.1,0,SAFE_Benign_Activity,0
IOT_DEV_044680,Plug_Switch,1.66,484.9,5,21,0,SAFE_Benign_Activity,0
IOT_DEV_044681,Plug_Switch,11.19,621.8,1,22.1,2.2,SAFE_Benign_Activity,0
IOT_DEV_044682,Industrial_Sensor,2.24,671.1,2,15.2,0,SAFE_Benign_Activity,0
IOT_DEV_044683,Industrial_Sensor,1.1,428.5,5,11.5,0,SAFE_Benign_Activity,0
IOT_DEV_044684,Smart_Camera,3.58,456.8,2,24.8,0,SAFE_Benign_Activity,0
IOT_DEV_044685,Plug_Switch,744.11,89.7,1,75.2,100,CRITICAL_DDoS_Active,1
IOT_DEV_044686,Plug_Switch,5.74,491.4,1,7.5,0,SAFE_Benign_Activity,0
IOT_DEV_044687,Industrial_Sensor,3.33,533.9,4,18.7,0,SAFE_Benign_Activity,0
IOT_DEV_044688,Plug_Switch,3.15,428.6,3,7.4,0,SAFE_Benign_Activity,0
IOT_DEV_044689,Industrial_Sensor,7.93,444.6,2,24.7,0,SAFE_Benign_Activity,0
IOT_DEV_044690,Industrial_Sensor,1.91,511.9,1,24.2,2.3,SAFE_Benign_Activity,0
IOT_DEV_044691,Plug_Switch,1.77,599.2,2,15.7,0,SAFE_Benign_Activity,0
IOT_DEV_044692,Plug_Switch,2.79,431.1,2,21.9,0,SAFE_Benign_Activity,0
IOT_DEV_044693,Smart_Camera,2.9,515.7,3,8.8,0,SAFE_Benign_Activity,0
IOT_DEV_044694,Smart_Camera,2.36,580.9,2,17.5,0,SAFE_Benign_Activity,0
IOT_DEV_044695,Smart_Camera,5.53,671.2,3,22.8,0,SAFE_Benign_Activity,0
IOT_DEV_044696,Plug_Switch,4.38,584.5,2,16.1,0,SAFE_Benign_Activity,0
IOT_DEV_044697,Plug_Switch,9.43,384.1,1,15.1,0,SAFE_Benign_Activity,0
IOT_DEV_044698,Plug_Switch,3.29,353.1,2,17.1,0,SAFE_Benign_Activity,0
IOT_DEV_044699,Smart_Camera,2.41,379.2,3,16.9,0,SAFE_Benign_Activity,0
IOT_DEV_044700,Smart_Camera,7.42,407.4,4,22,0,SAFE_Benign_Activity,0
IOT_DEV_044701,Plug_Switch,12.22,583,3,21.5,0,SAFE_Benign_Activity,0
IOT_DEV_044702,Smart_Camera,9.04,542.9,3,23.3,0,SAFE_Benign_Activity,0
IOT_DEV_044703,Plug_Switch,7.64,816.3,2,21.8,0,SAFE_Benign_Activity,0
IOT_DEV_044704,Plug_Switch,9.49,675.5,2,19.8,0,SAFE_Benign_Activity,0
IOT_DEV_044705,Smart_Camera,11.21,528.5,3,21.1,0,SAFE_Benign_Activity,0
IOT_DEV_044706,Industrial_Sensor,1.1,676.4,6,16.6,0,SAFE_Benign_Activity,0
IOT_DEV_044707,Industrial_Sensor,14.03,539.5,3,24.4,0,SAFE_Benign_Activity,0
IOT_DEV_044708,Plug_Switch,1.35,661.2,2,16.5,0,SAFE_Benign_Activity,0
IOT_DEV_044709,Industrial_Sensor,10.6,420.9,1,21,1.5,SAFE_Benign_Activity,0
IOT_DEV_044710,Industrial_Sensor,3.09,500.2,1,5.9,0,SAFE_Benign_Activity,0
IOT_DEV_044711,Smart_Camera,8.52,478.3,4,11.5,0,SAFE_Benign_Activity,0
IOT_DEV_044712,Plug_Switch,5.31,360.7,1,6.1,0,SAFE_Benign_Activity,0
IOT_DEV_044713,Industrial_Sensor,0.88,639.1,3,23.5,0,SAFE_Benign_Activity,0
IOT_DEV_044714,Industrial_Sensor,4.77,568.7,3,11.5,0,SAFE_Benign_Activity,0
IOT_DEV_044715,Industrial_Sensor,13.88,370.8,4,8.9,0,SAFE_Benign_Activity,0
IOT_DEV_044716,Plug_Switch,7.17,566.5,2,5.4,0,SAFE_Benign_Activity,0
IOT_DEV_044717,Smart_Camera,5.03,499.2,4,17,0,SAFE_Benign_Activity,0
IOT_DEV_044718,Industrial_Sensor,10.44,467.1,2,14.6,0,SAFE_Benign_Activity,0
IOT_DEV_044719,Smart_Camera,8.82,495.5,3,9,0,SAFE_Benign_Activity,0
IOT_DEV_044720,Smart_Camera,3.77,547,1,18.8,0,SAFE_Benign_Activity,0
IOT_DEV_044721,Industrial_Sensor,7.05,512.6,4,11.9,0,SAFE_Benign_Activity,0
IOT_DEV_044722,Smart_Camera,5.48,497.4,5,16.8,0,SAFE_Benign_Activity,0
IOT_DEV_044723,Plug_Switch,1.56,431.7,3,6.3,0,SAFE_Benign_Activity,0
IOT_DEV_044724,Plug_Switch,3.56,537.6,1,16.4,0,SAFE_Benign_Activity,0
IOT_DEV_044725,Industrial_Sensor,20.06,461,3,13.2,0,SAFE_Benign_Activity,0
IOT_DEV_044726,Industrial_Sensor,11.09,416,4,9.8,0,SAFE_Benign_Activity,0
IOT_DEV_044727,Industrial_Sensor,1.45,495.5,4,13.1,0,SAFE_Benign_Activity,0
IOT_DEV_044728,Industrial_Sensor,4.32,435.7,3,13.1,0,SAFE_Benign_Activity,0
IOT_DEV_044729,Industrial_Sensor,3.69,446.1,5,9,0,SAFE_Benign_Activity,0
IOT_DEV_044730,Smart_Camera,3.99,474.9,5,19.5,0,SAFE_Benign_Activity,0
IOT_DEV_044731,Smart_Camera,4.52,564.6,2,12.5,0,SAFE_Benign_Activity,0
IOT_DEV_044732,Plug_Switch,6.62,351.6,3,10.6,0,SAFE_Benign_Activity,0
IOT_DEV_044733,Smart_Camera,2.72,537.6,2,15.4,0,SAFE_Benign_Activity,0
IOT_DEV_044734,Industrial_Sensor,1.21,376.9,2,12.6,0,SAFE_Benign_Activity,0
IOT_DEV_044735,Smart_Camera,2.72,462.4,4,8.1,0,SAFE_Benign_Activity,0
IOT_DEV_044736,Smart_Camera,2.23,515.4,2,15.4,0,SAFE_Benign_Activity,0
IOT_DEV_044737,Smart_Camera,3.46,520.8,5,17.7,0,SAFE_Benign_Activity,0
IOT_DEV_044738,Plug_Switch,4.36,485.9,2,11.8,0,SAFE_Benign_Activity,0
IOT_DEV_044739,Industrial_Sensor,13.99,644.3,1,15.9,0,SAFE_Benign_Activity,0
IOT_DEV_044740,Plug_Switch,3.12,550,4,5.3,0,SAFE_Benign_Activity,0
IOT_DEV_044741,Industrial_Sensor,3.22,423.9,8,17.2,0,SAFE_Benign_Activity,0
IOT_DEV_044742,Smart_Camera,6.43,301.9,2,25,0,SAFE_Benign_Activity,0
IOT_DEV_044743,Plug_Switch,18.24,361.9,4,12.3,0,SAFE_Benign_Activity,0
IOT_DEV_044744,Industrial_Sensor,3.59,647.1,1,10.2,0,SAFE_Benign_Activity,0
IOT_DEV_044745,Smart_Camera,8.38,520.7,3,20.4,0,SAFE_Benign_Activity,0
IOT_DEV_044746,Plug_Switch,3.5,221.6,2,17.6,0,SAFE_Benign_Activity,0
IOT_DEV_044747,Industrial_Sensor,3.54,692.2,1,11,0,SAFE_Benign_Activity,0
IOT_DEV_044748,Plug_Switch,3,604.4,2,17.9,0,SAFE_Benign_Activity,0
IOT_DEV_044749,Smart_Camera,9.45,535.1,5,18.7,0,SAFE_Benign_Activity,0
IOT_DEV_044750,Plug_Switch,2.83,336.1,6,8.8,0,SAFE_Benign_Activity,0
IOT_DEV_044751,Smart_Camera,4.83,482,4,7.9,0,SAFE_Benign_Activity,0
IOT_DEV_044752,Smart_Camera,6.3,664.4,2,23.8,0,SAFE_Benign_Activity,0
IOT_DEV_044753,Industrial_Sensor,10.31,495.3,3,9.7,0,SAFE_Benign_Activity,0
IOT_DEV_044754,Smart_Camera,2.68,466.8,3,13.7,0,SAFE_Benign_Activity,0
IOT_DEV_044755,Smart_Camera,4.5,617.8,1,7.2,0,SAFE_Benign_Activity,0
IOT_DEV_044756,Plug_Switch,21.73,496.4,3,18.9,0,SAFE_Benign_Activity,0
IOT_DEV_044757,Industrial_Sensor,0.3,431.3,3,12.3,0,SAFE_Benign_Activity,0
IOT_DEV_044758,Smart_Camera,5.55,381.3,4,23.5,0,SAFE_Benign_Activity,0
IOT_DEV_044759,Smart_Camera,1.14,437.2,2,5.9,0,SAFE_Benign_Activity,0
IOT_DEV_044760,Plug_Switch,9.72,468.1,3,8.4,0,SAFE_Benign_Activity,0
IOT_DEV_044761,Plug_Switch,2.36,526.3,2,10.9,0,SAFE_Benign_Activity,0
IOT_DEV_044762,Plug_Switch,2.15,413.2,2,20.2,0,SAFE_Benign_Activity,0
IOT_DEV_044763,Industrial_Sensor,6.81,358,1,19.1,0.2,SAFE_Benign_Activity,0
IOT_DEV_044764,Smart_Camera,4.31,604.4,4,12.1,0,SAFE_Benign_Activity,0
IOT_DEV_044765,Plug_Switch,7.09,408.3,1,5.2,0,SAFE_Benign_Activity,0
IOT_DEV_044766,Industrial_Sensor,6.38,280.3,3,8.6,0,SAFE_Benign_Activity,0
IOT_DEV_044767,Smart_Camera,4.22,639.1,5,21.7,0,SAFE_Benign_Activity,0
IOT_DEV_044768,Plug_Switch,1.61,472.1,1,15.7,0,SAFE_Benign_Activity,0
IOT_DEV_044769,Smart_Camera,4.51,342.2,3,11.1,0,SAFE_Benign_Activity,0
IOT_DEV_044770,Industrial_Sensor,4.31,536.4,4,13.7,0,SAFE_Benign_Activity,0
IOT_DEV_044771,Plug_Switch,1.14,548.5,5,13.2,0,SAFE_Benign_Activity,0
IOT_DEV_044772,Plug_Switch,10.97,404.2,4,9.6,0,SAFE_Benign_Activity,0
IOT_DEV_044773,Plug_Switch,10.15,403.7,1,8.1,0,SAFE_Benign_Activity,0
IOT_DEV_044774,Industrial_Sensor,0.53,679.7,3,16,0,SAFE_Benign_Activity,0
IOT_DEV_044775,Industrial_Sensor,7.45,431.8,4,10.7,0,SAFE_Benign_Activity,0
IOT_DEV_044776,Plug_Switch,2.66,330.1,2,21.4,0,SAFE_Benign_Activity,0
IOT_DEV_044777,Plug_Switch,6.34,432.2,3,12.7,0,SAFE_Benign_Activity,0
IOT_DEV_044778,Industrial_Sensor,11.73,506.5,3,10,0,SAFE_Benign_Activity,0
IOT_DEV_044779,Smart_Camera,9.45,703.7,3,6.7,0,SAFE_Benign_Activity,0
IOT_DEV_044780,Industrial_Sensor,5.46,449.8,1,23.4,2.2,SAFE_Benign_Activity,0
IOT_DEV_044781,Plug_Switch,3.08,343.3,4,14.6,0,SAFE_Benign_Activity,0
IOT_DEV_044782,Plug_Switch,2.16,554,1,9.7,0,SAFE_Benign_Activity,0
IOT_DEV_044783,Industrial_Sensor,4.43,475.1,2,14.7,0,SAFE_Benign_Activity,0
IOT_DEV_044784,Plug_Switch,5.78,336.9,3,7.4,0,SAFE_Benign_Activity,0
IOT_DEV_044785,Plug_Switch,4.1,626.4,3,21.4,0,SAFE_Benign_Activity,0
IOT_DEV_044786,Industrial_Sensor,4.8,439.8,2,22.6,0,SAFE_Benign_Activity,0
IOT_DEV_044787,Smart_Camera,11.79,463.8,2,7.2,0,SAFE_Benign_Activity,0
IOT_DEV_044788,Plug_Switch,12.96,406.8,2,15.5,0,SAFE_Benign_Activity,0
IOT_DEV_044789,Smart_Camera,2.83,599.3,2,18.5,0,SAFE_Benign_Activity,0
IOT_DEV_044790,Smart_Camera,6.38,609.7,4,19.9,0,SAFE_Benign_Activity,0
IOT_DEV_044791,Plug_Switch,7.23,563.1,1,5.4,0,SAFE_Benign_Activity,0
IOT_DEV_044792,Plug_Switch,3.49,540.6,3,17.9,0,SAFE_Benign_Activity,0
IOT_DEV_044793,Smart_Camera,2.71,460.3,5,16.4,0,SAFE_Benign_Activity,0
IOT_DEV_044794,Smart_Camera,2.11,429.3,4,11.6,0,SAFE_Benign_Activity,0
IOT_DEV_044795,Plug_Switch,12.61,586.7,1,11.6,0,SAFE_Benign_Activity,0
IOT_DEV_044796,Smart_Camera,2.14,496.2,3,20.3,0,SAFE_Benign_Activity,0
IOT_DEV_044797,Industrial_Sensor,1.5,409.3,2,15.2,0,SAFE_Benign_Activity,0
IOT_DEV_044798,Plug_Switch,6.42,450.7,4,17.4,0,SAFE_Benign_Activity,0
IOT_DEV_044799,Plug_Switch,4.43,565.7,6,17.4,0,SAFE_Benign_Activity,0
IOT_DEV_044800,Industrial_Sensor,4.16,613.4,1,21.8,1.3,SAFE_Benign_Activity,0
IOT_DEV_044801,Industrial_Sensor,0.57,409.6,7,24.1,0,SAFE_Benign_Activity,0
IOT_DEV_044802,Plug_Switch,6.08,538.7,3,10.7,0,SAFE_Benign_Activity,0
IOT_DEV_044803,Plug_Switch,5.13,563.2,4,6.6,0,SAFE_Benign_Activity,0
IOT_DEV_044804,Smart_Camera,4.68,637.9,2,14.9,0,SAFE_Benign_Activity,0
IOT_DEV_044805,Smart_Camera,7.3,397.2,2,14.9,0,SAFE_Benign_Activity,0
IOT_DEV_044806,Plug_Switch,10.93,468.3,3,24,0,SAFE_Benign_Activity,0
IOT_DEV_044807,Smart_Camera,6.7,636.2,2,15.3,0,SAFE_Benign_Activity,0
IOT_DEV_044808,Plug_Switch,1.6,410.8,2,6.7,0,SAFE_Benign_Activity,0
IOT_DEV_044809,Plug_Switch,2.69,455.6,2,21.9,0,SAFE_Benign_Activity,0
IOT_DEV_044810,Smart_Camera,4.93,470.3,7,13.6,0,SAFE_Benign_Activity,0
IOT_DEV_044811,Plug_Switch,2.36,644.8,2,17.7,0,SAFE_Benign_Activity,0
IOT_DEV_044812,Plug_Switch,15.49,425.4,2,10.7,0,SAFE_Benign_Activity,0
IOT_DEV_044813,Smart_Camera,8.37,441.6,6,19,0,SAFE_Benign_Activity,0
IOT_DEV_044814,Industrial_Sensor,2.39,526.9,5,16.9,0,SAFE_Benign_Activity,0
IOT_DEV_044815,Industrial_Sensor,2.18,325.1,5,16.8,0,SAFE_Benign_Activity,0
IOT_DEV_044816,Plug_Switch,3.75,613.2,2,18.7,0,SAFE_Benign_Activity,0
IOT_DEV_044817,Smart_Camera,0.51,551.7,2,12.6,0,SAFE_Benign_Activity,0
IOT_DEV_044818,Smart_Camera,7,484.4,1,22.2,1.8,SAFE_Benign_Activity,0
IOT_DEV_044819,Plug_Switch,650.08,89.7,1,84.7,97.4,CRITICAL_DDoS_Active,1
IOT_DEV_044820,Smart_Camera,3.66,569.8,5,10.9,0,SAFE_Benign_Activity,0
IOT_DEV_044821,Industrial_Sensor,80.7,89.7,1,87.7,41.9,SAFE_Benign_Activity,1
IOT_DEV_044822,Smart_Camera,3.89,340.1,1,8.3,0,SAFE_Benign_Activity,0
IOT_DEV_044823,Industrial_Sensor,9,595.6,2,16.9,0,SAFE_Benign_Activity,0
IOT_DEV_044824,Smart_Camera,12.79,555.7,1,21.5,2,SAFE_Benign_Activity,0
IOT_DEV_044825,Industrial_Sensor,1.14,551.2,2,23.7,0,SAFE_Benign_Activity,0
IOT_DEV_044826,Smart_Camera,5.32,510.1,4,10.4,0,SAFE_Benign_Activity,0
IOT_DEV_044827,Industrial_Sensor,8.75,709.9,5,14.1,0,SAFE_Benign_Activity,0
IOT_DEV_044828,Industrial_Sensor,6.14,616,4,21.3,0,SAFE_Benign_Activity,0
IOT_DEV_044829,Smart_Camera,5.27,327.6,8,8.2,0,SAFE_Benign_Activity,0
IOT_DEV_044830,Industrial_Sensor,3.09,267.2,2,16.4,0,SAFE_Benign_Activity,0
IOT_DEV_044831,Industrial_Sensor,3.5,566.8,1,5.1,0,SAFE_Benign_Activity,0
IOT_DEV_044832,Industrial_Sensor,1.59,405.3,2,13.7,0,SAFE_Benign_Activity,0
IOT_DEV_044833,Industrial_Sensor,6.9,636,4,6.8,0,SAFE_Benign_Activity,0
IOT_DEV_044834,Industrial_Sensor,2.73,473.6,2,5.8,0,SAFE_Benign_Activity,0
IOT_DEV_044835,Smart_Camera,7,427.9,2,9.9,0,SAFE_Benign_Activity,0
IOT_DEV_044836,Smart_Camera,592.38,89.7,1,74.4,86.4,CRITICAL_DDoS_Active,1
IOT_DEV_044837,Smart_Camera,2.35,478.2,4,23.4,0,SAFE_Benign_Activity,0
IOT_DEV_044838,Industrial_Sensor,9.82,458.9,3,16.8,0,SAFE_Benign_Activity,0
IOT_DEV_044839,Smart_Camera,2.33,521.9,3,9.2,0,SAFE_Benign_Activity,0
IOT_DEV_044840,Plug_Switch,10.75,577.7,4,9.9,0,SAFE_Benign_Activity,0
IOT_DEV_044841,Industrial_Sensor,0.47,515,3,24.3,0,SAFE_Benign_Activity,0
IOT_DEV_044842,Smart_Camera,25.04,318.8,2,9.5,0,SAFE_Benign_Activity,0
IOT_DEV_044843,Plug_Switch,6.69,514.6,4,7,0,SAFE_Benign_Activity,0
IOT_DEV_044844,Smart_Camera,7.86,625.6,1,15.6,0,SAFE_Benign_Activity,0
IOT_DEV_044845,Smart_Camera,9.19,425.1,2,9.8,0,SAFE_Benign_Activity,0
IOT_DEV_044846,Plug_Switch,1.81,368.6,1,5.6,0,SAFE_Benign_Activity,0
IOT_DEV_044847,Smart_Camera,4.63,516.2,2,12.9,0,SAFE_Benign_Activity,0
IOT_DEV_044848,Smart_Camera,13.97,541.7,4,5.3,0,SAFE_Benign_Activity,0
IOT_DEV_044849,Smart_Camera,8.25,428.7,1,18.3,0,SAFE_Benign_Activity,0
IOT_DEV_044850,Industrial_Sensor,3.3,461.3,4,15.3,0,SAFE_Benign_Activity,0
IOT_DEV_044851,Plug_Switch,4.17,560,4,10.5,0,SAFE_Benign_Activity,0
IOT_DEV_044852,Smart_Camera,6.61,463.6,4,14,0,SAFE_Benign_Activity,0
IOT_DEV_044853,Industrial_Sensor,4.15,530,3,12.7,0,SAFE_Benign_Activity,0
IOT_DEV_044854,Industrial_Sensor,16.47,653.4,1,23.4,3.3,SAFE_Benign_Activity,0
IOT_DEV_044855,Smart_Camera,1.36,388.8,6,6.9,0,SAFE_Benign_Activity,0
IOT_DEV_044856,Industrial_Sensor,13.16,349.4,3,14.5,0,SAFE_Benign_Activity,0
IOT_DEV_044857,Smart_Camera,2.58,570.7,4,15.9,0,SAFE_Benign_Activity,0
IOT_DEV_044858,Smart_Camera,2,384.6,4,22.2,0,SAFE_Benign_Activity,0
IOT_DEV_044859,Plug_Switch,7.44,434.9,1,5.8,0,SAFE_Benign_Activity,0
IOT_DEV_044860,Smart_Camera,3.2,513.8,2,12.2,0,SAFE_Benign_Activity,0
IOT_DEV_044861,Industrial_Sensor,7.72,420.1,1,15.5,0,SAFE_Benign_Activity,0
IOT_DEV_044862,Plug_Switch,8.61,520.9,7,19.6,0,SAFE_Benign_Activity,0
IOT_DEV_044863,Industrial_Sensor,17.24,552.2,3,9.8,0,SAFE_Benign_Activity,0
IOT_DEV_044864,Smart_Camera,4.31,550.1,2,8,0,SAFE_Benign_Activity,0
IOT_DEV_044865,Plug_Switch,10.24,543.8,3,6.6,0,SAFE_Benign_Activity,0
IOT_DEV_044866,Smart_Camera,9.26,265.6,3,16.5,0,SAFE_Benign_Activity,0
IOT_DEV_044867,Plug_Switch,5.42,584.6,5,7.7,0,SAFE_Benign_Activity,0
IOT_DEV_044868,Smart_Camera,12.33,435.5,4,13,0,SAFE_Benign_Activity,0
IOT_DEV_044869,Industrial_Sensor,4.31,472.5,6,24.6,0,SAFE_Benign_Activity,0
IOT_DEV_044870,Plug_Switch,0.96,615.7,4,15.7,0,SAFE_Benign_Activity,0
IOT_DEV_044871,Plug_Switch,5.3,443.7,3,20.3,0,SAFE_Benign_Activity,0
IOT_DEV_044872,Smart_Camera,9.17,551.9,2,18.9,0,SAFE_Benign_Activity,0
IOT_DEV_044873,Smart_Camera,1.66,420.3,2,6.8,0,SAFE_Benign_Activity,0
IOT_DEV_044874,Plug_Switch,8.39,522,4,18,0,SAFE_Benign_Activity,0
IOT_DEV_044875,Smart_Camera,3.87,662,3,23.6,0,SAFE_Benign_Activity,0
IOT_DEV_044876,Smart_Camera,4.54,424.2,3,7.5,0,SAFE_Benign_Activity,0
IOT_DEV_044877,Industrial_Sensor,7.73,507.1,3,18.3,0,SAFE_Benign_Activity,0
IOT_DEV_044878,Industrial_Sensor,3.54,377.9,4,23.6,0,SAFE_Benign_Activity,0
IOT_DEV_044879,Plug_Switch,5.08,700.8,2,23.3,0,SAFE_Benign_Activity,0
IOT_DEV_044880,Plug_Switch,8.09,509.5,5,23.2,0,SAFE_Benign_Activity,0
IOT_DEV_044881,Industrial_Sensor,2.14,652.8,4,12.1,0,SAFE_Benign_Activity,0
IOT_DEV_044882,Smart_Camera,1.9,414.8,4,6.9,0,SAFE_Benign_Activity,0
IOT_DEV_044883,Smart_Camera,2.59,564.3,1,8.1,0,SAFE_Benign_Activity,0
IOT_DEV_044884,Industrial_Sensor,8.46,574.8,8,5.1,0,SAFE_Benign_Activity,0
IOT_DEV_044885,Smart_Camera,7.4,610.3,4,20.6,0,SAFE_Benign_Activity,0
IOT_DEV_044886,Industrial_Sensor,13.64,307.4,3,18.5,0,SAFE_Benign_Activity,0
IOT_DEV_044887,Industrial_Sensor,1.49,546.9,2,11.9,0,SAFE_Benign_Activity,0
IOT_DEV_044888,Plug_Switch,3.14,492.8,2,22.9,0,SAFE_Benign_Activity,0
IOT_DEV_044889,Plug_Switch,0.54,635.4,2,12.6,0,SAFE_Benign_Activity,0
IOT_DEV_044890,Plug_Switch,11.04,521.7,1,23.6,2.9,SAFE_Benign_Activity,0
IOT_DEV_044891,Smart_Camera,4.7,453.9,5,8.2,0,SAFE_Benign_Activity,0
IOT_DEV_044892,Smart_Camera,13.32,402.9,3,14.3,0,SAFE_Benign_Activity,0
IOT_DEV_044893,Industrial_Sensor,3.67,472.6,5,15.2,0,SAFE_Benign_Activity,0
IOT_DEV_044894,Smart_Camera,19.75,471.5,1,13.1,0,SAFE_Benign_Activity,0
IOT_DEV_044895,Smart_Camera,6.83,591.6,4,23.9,0,SAFE_Benign_Activity,0
IOT_DEV_044896,Industrial_Sensor,7.19,496.7,1,10.2,0,SAFE_Benign_Activity,0
